Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,23.030001,23.110001,22.750000,23.010000,17.896944,5009300
2015-01-05,22.840000,22.950001,22.570000,22.690001,17.648050,7039700
2015-01-06,21.889999,22.770000,21.889999,22.299999,17.344709,7835600
2015-01-07,22.480000,22.770000,22.350000,22.620001,17.593605,5839900
2015-01-08,22.930000,23.490000,22.900000,23.350000,18.161392,9533600
2015-01-09,23.379999,23.469999,23.219999,23.309999,18.130281,6461700
2015-01-12,23.379999,23.450001,23.080000,23.280001,18.106949,5867000
2015-01-13,23.410000,23.889999,22.950001,23.150000,18.005835,9155900
2015-01-14,22.910000,23.270000,22.740000,23.250000,18.083607,6829000
2015-01-15,23.799999,23.799999,23.010000,23.020000,17.904722,9173200
2015-01-16,22.950001,23.290001,22.790001,23.170000,18.021389,9960800
2015-01-20,23.350000,23.360001,22.920000,23.150000,18.005835,8305300
2015-01-21,23.070000,23.330000,22.830000,23.290001,18.114727,8283000
2015-01-22,23.440001,23.750000,23.270000,23.719999,18.449169,6610300
2015-01-23,23.690001,23.930000,23.629999,23.850000,18.550289,6603100
2015-01-26,23.750000,24.120001,23.540001,23.910000,18.596962,8039600
2015-01-27,23.709999,24.980000,23.700001,24.730000,19.234743,16548000
2015-01-28,24.870001,25.160000,24.170000,24.219999,18.838068,14824600
2015-01-29,24.360001,24.360001,23.270000,23.790001,18.503618,14157400
2015-01-30,23.650000,24.150000,23.610001,23.770000,18.488064,11472400
2015-02-02,23.870001,24.190001,23.230000,24.150000,18.783621,9573700
2015-02-03,24.170000,24.400000,23.950001,24.350000,18.939182,9609500
2015-02-04,24.309999,24.520000,24.150000,24.270000,18.876959,9187700
2015-02-05,24.219999,24.650000,24.170000,24.480000,19.040293,8666000
2015-02-06,24.500000,24.650000,24.170000,24.209999,18.830292,10167100
2015-02-09,24.219999,24.510000,24.170000,24.240000,18.853628,7757300
2015-02-10,24.410000,24.900000,24.200001,24.850000,19.328077,8829900
2015-02-11,24.840000,24.870001,24.430000,24.549999,19.094740,5990300
2015-02-12,24.629999,25.049999,24.610001,24.860001,19.335854,7373200
2015-02-13,24.860001,25.030001,24.760000,25.000000,19.444744,6191200
2015-02-17,24.959999,25.000000,24.530001,24.600000,19.133625,6591400
2015-02-18,24.639999,24.690001,24.370001,24.629999,19.156961,6260200
2015-02-19,24.600000,24.750000,24.500000,24.650000,19.172522,7059100
2015-02-20,24.590000,24.959999,24.260000,24.959999,19.413635,6922500
2015-02-23,24.940001,24.959999,24.719999,24.780001,19.273630,4922100
2015-02-24,24.740000,24.820000,24.570000,24.780001,19.273630,5006500
2015-02-25,24.580000,24.719999,24.430000,24.600000,19.226734,5410500
2015-02-26,24.600000,24.790001,24.410000,24.469999,19.125134,6489700
2015-02-27,24.500000,24.670000,24.340000,24.400000,19.070427,7660000
2015-03-02,24.320000,24.650000,24.250000,24.629999,19.250185,6902000
2015-03-03,24.570000,24.870001,24.480000,24.600000,19.226734,7297600
2015-03-04,24.500000,24.889999,24.280001,24.750000,19.343971,7113900
2015-03-05,24.700001,24.850000,24.559999,24.620001,19.242373,4808100
2015-03-06,24.530001,24.620001,23.980000,24.030001,18.781239,6211300
2015-03-09,24.040001,24.139999,23.639999,23.760000,18.570213,9646200
2015-03-10,23.580000,23.580000,23.040001,23.049999,18.015293,11204600
